SCHOOL,STATE,CITY,NOC,PROGRAM,TYPE,DEPARTMENT,DELIVERY,Credits,PREREQ,LINK,LOC_LAT,LOC_LONG,COUNTRY,TEACHING,INTERNATIONAL,RESEARCH,INCOME,TOTAL_SCORE,NUM_STUDENTS,STUDENT_STAFF_RATIO,INTERNATIONAL_STUDENTS,YEAR
Northwestern University,Illinois,Evanston,5,Master of Science in Analytics,M,McCormick School of Engineering,Campus,30,Not Available,http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/index.php,42.0584,-87.6737,United States of America,66.3,35.3,75.5,56.6,76.2,"18,334",12.39,15%,2012
Northwestern University,Illinois,Evanston,5,Master of Science in Analytics,M,McCormick School of Engineering,Campus,30,Not Available,http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/index.php,42.0584,-87.6737,United States of America,72.7,36.7,78.9,77,79.2,"18,334",12.39,15%,2015
Northwestern University,Illinois,Evanston,5,Master of Science in Analytics,M,McCormick School of Engineering,Campus,30,Not Available,http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/index.php,42.0584,-87.6737,United States of America,64.5,60.5,68.8,46.54,75.9,"18,334",12.39,15%,2011
Northwestern University,Illinois,Evanston,5,Master of Science in Analytics,M,McCormick School of Engineering,Campus,30,Not Available,http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/index.php,42.0584,-87.6737,United States of America,69.8,53.9,78.4,81.2,79.5,"18,334",12.39,15%,2016
Northwestern University,Illinois,Evanston,5,Master of Science in Analytics,M,McCormick School of Engineering,Campus,30,Not Available,http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/index.php,42.0584,-87.6737,United States of America,70.2,34.4,76,61.9,77.1,"18,334",12.39,15%,2014
Northwestern University,Illinois,Evanston,5,Certificate in Predictive Business Analytics,C,Bridge School of Management,Campus,12,Not Available,http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/admission.php,42.0584,-87.6737,United States of America,77.6,33.8,87.3,64.4,83.1,"18,334",12.39,15%,2013
Northwestern University,Illinois,Evanston,5,Certificate in Predictive Business Analytics,C,Bridge School of Management,Campus,12,Not Available,http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/admission.php,42.0584,-87.6737,United States of America,66.3,35.3,75.5,56.6,76.2,"18,334",12.39,15%,2012
Northwestern University,Illinois,Evanston,5,Certificate in Predictive Business Analytics,C,Bridge School of Management,Campus,12,Not Available,http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/admission.php,42.0584,-87.6737,United States of America,72.7,36.7,78.9,77,79.2,"18,334",12.39,15%,2015
Northwestern University,Illinois,Evanston,5,Certificate in Predictive Business Analytics,C,Bridge School of Management,Campus,12,Not Available,http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/admission.php,42.0584,-87.6737,United States of America,64.5,60.5,68.8,46.54,75.9,"18,334",12.39,15%,2011
Northwestern University,Illinois,Evanston,5,Certificate in Predictive Business Analytics,C,Bridge School of Management,Campus,12,Not Available,http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/admission.php,42.0584,-87.6737,United States of America,69.8,53.9,78.4,81.2,79.5,"18,334",12.39,15%,2016
Northwestern University,Illinois,Evanston,5,Certificate in Predictive Business Analytics,C,Bridge School of Management,Campus,12,Not Available,http://sps.northwestern.edu/program-areas/advanced-graduate/analytics-business-intelligence/admission.php,42.0584,-87.6737,United States of America,70.2,34.4,76,61.9,77.1,"18,334",12.39,15%,2014
Notre Dame of Maryland University,Maryland,Baltimore,1,Master of Science in Analytics in Knowledge Management,M,College of Arts and Sciences,Campus,36,Not Available,http://catalog.ndm.edu/graduate/artsandsciences/knowledgemanagementprogram/,39.3513,-76.6197,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",5.27,17%,2013
Nova Southeastern University,Florida,Fort Lauderdale,2,Graduate Certificate in Business Intelligence / Analytics,C,Graduate School of Computer and Information Sciences,Online,15,Not Available,http://www.scis.nova.edu/masters/certificate_bi.html,26.0793,-80.2425,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.5,17%,2013
Nova Southeastern University,Florida,Fort Lauderdale,2,Master of Science in Biomedical Informatics,M,College of Osteopathic Medicine,Campus,43,"biology, computer science",http://cec.nova.edu/admissions/apply_masters.html,26.0793,-80.2425,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.5,17%,2013
Oakland University,Michigan,Rochester Hills,2,MS in Applied Statistics,M,Department of Mathematics and Statistics,Campus,36,"math, statistics, computer science",http://wwwp.oakland.edu/business/graduate-executive-programs/msitm/,42.6726,-83.2189,United States of America,18.1,23.3,11.9,30.3,67.6,"14,584",14.43,2%,2016
Oakland University,Michigan,Rochester Hills,2,Master of Science in Information Technology Management in Business Analytics,M,School of Business Administration,Hybrid,30,Not Available,http://www.oakland.edu/MSITM-BA,42.6726,-83.2189,United States of America,18.1,23.3,11.9,30.3,67.6,"14,584",14.43,2%,2016
Ohio State University-Main Campus,Ohio,Columbus,2,Master of Applied Statistics,M,Department of Statistics,Campus,50,math,http://www.stat.osu.edu/dept/descriptions-programs/master-applied-statistics/quarters,39.9984,-83.009,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.92,17%,2013
Ohio State University-Main Campus,Ohio,Columbus,2,Master of Public Health in Biomedical Informatics,M,College of Medicine,Campus,48,Not Available,http://gpadmissions.osu.edu/grad/admissions.html,39.9984,-83.009,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.92,17%,2013
Ohio University-Main Campus,Ohio,Athens,1,Online MBA in Business Analytics,M,College of Business,Online,35,Not Available,http://onlinemba.ohio.edu/lp-responsive-portals/?Access_Code=OU-MBABA-FA2015A&utm_source=email&utm_campaign=OU-MBABA-FA2015A,39.3268,-82.1011,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.92,17%,2013
Oklahoma State University-Main Campus,Oklahoma,Stillwater,3,Graduate Certificate in Business Data Mining,C,Spears School of Business,"Online or 
Campus",12,Not Available,http://analytics.okstate.edu/certificate/grad-data-mining/,36.1231,-97.0697,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
Oklahoma State University-Main Campus,Oklahoma,Stillwater,3,Graduate Certificate in Marketing Analytics,C,Spears School of Business,"Online or 
Campus",12,Not Available,https://analytics.okstate.edu/certificate/grad-data-mining/admissions/,36.1231,-97.0697,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
Oklahoma State University-Main Campus,Oklahoma,Stillwater,3,Master of Science in Business Analytics,M,Spears School of Business,"Online or 
Campus",37,Not Available,http://www.ou.edu/content/coe/academics/graduate/academics/datascience1/dsacurriculum.html,36.1231,-97.0697,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
Pace University-New York,New York,New York,2,Master of Science in Information Systems,M,Seidenberg School of Computer Science and Information Systems,Campus,30,Not Available,http://www.pace.edu/academics/graduate-students/degrees/information-systems-ms,40.711,-74.0047,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",9.13,17%,2013
Pace University-New York,New York,New York,2,MS in Customer Intelligence and Analytics,M,Lubin School of Business,Campus,30,Not Available,http://www.pace.edu/admission-aid/graduate-admission/application-process,40.711,-74.0047,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",9.13,17%,2013
Pasco-Hernando State College,Florida,New Port Richey,1,Healthcare Informatics Specialist Certificate,C,Health and Information Technology,Campus,18,computer science,http://phsc.edu/program/healthcare-informatics-specialist-certificate,28.2751,-82.6467,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.5,17%,2013
Pennsylvania State University-Penn State Great Valley,Pennsylvania,Malvern,2,Graduate Certificate in Data Analytics,C,School of Graduate Professional Studies,Campus,15,Not Available,http://greatvalley.psu.edu/Academics/Degrees/33643.htm,40.0528,-75.5213,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.92,17%,2013
Pennsylvania State University-Penn State Great Valley,Pennsylvania,Malvern,2,Master of Professional Studies in Data Analytics,M,School of Graduate Professional Studies,Campus,30,Not Available,http://greatvalley.psu.edu/Academics/Degrees/33643.htm,40.0528,-75.5213,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.92,17%,2013
Pennsylvania State University-World Campus,Pennsylvania,University Park,4,Master of Professional Studies in Data Analytics,M,Penn State World Campus,Online,30,Not Available,http://www.worldcampus.psu.edu/degrees-and-certificates/applied-statistics-certificate/costs,40.8327,-77.8417,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.92,17%,2013
Pennsylvania State University-World Campus,Pennsylvania,University Park,4,Master of Applied Statistics,M,Eberly College of Science,Online,30,math,http://www.worldcampus.psu.edu/degrees-and-certificates/applied-statistics-certificate/courses,40.8327,-77.8417,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.92,17%,2013
Pennsylvania State University-World Campus,Pennsylvania,University Park,4,Graduate Certificate in Applied Statistics,C,Eberly College of Science,Online,12,Not Available,http://www.worldcampus.psu.edu/degrees-and-certificates/applied-statistics-certificate/courses,40.8327,-77.8417,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.92,17%,2013
Pennsylvania State University-World Campus,Pennsylvania,University Park,4,Graduate Certificate in Business Analytics,C,Smeal College of Business,Online,9,Not Available,http://www.worldcampus.psu.edu/degrees-and-certificates/applied-statistics-certificate/apply,40.8327,-77.8417,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.92,17%,2013
Philadelphia University,Pennsylvania,Philadelphia,1,"M.S. in Modeling, Simulation and Data Analytics",M,"Kanbar College of Design, Engineering, and Commerce",Online,30,Not Available,http://www.philau.edu/msda/curriculum.html,40.0223,-75.1943,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.92,17%,2013
Purdue University,Indiana,West Lafayette,3,"MBA, Specialization in Business Analytics",M,Krannert School of Management,Campus,36,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/curriculum/home.php,40.4282,-86.9144,United States of America,53.7,60.6,62.5,46.54,60.7,"39,256",15,22%,2014
Purdue University,Indiana,West Lafayette,3,"MBA, Specialization in Business Analytics",M,Krannert School of Management,Campus,36,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/curriculum/home.php,40.4282,-86.9144,United States of America,56.6,52.6,49.4,46.54,54,"39,256",15,22%,2012
Purdue University,Indiana,West Lafayette,3,"MBA, Specialization in Business Analytics",M,Krannert School of Management,Campus,36,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/curriculum/home.php,40.4282,-86.9144,United States of America,59.8,54.8,71.9,46.54,63.8,"39,256",15,22%,2013
Purdue University,Indiana,West Lafayette,3,"MBA, Specialization in Business Analytics",M,Krannert School of Management,Campus,36,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/curriculum/home.php,40.4282,-86.9144,United States of America,50.2,66.4,57.7,46.54,57,"39,256",15,22%,2016
Purdue University,Indiana,West Lafayette,3,"MBA, Specialization in Business Analytics",M,Krannert School of Management,Campus,36,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/curriculum/home.php,40.4282,-86.9144,United States of America,47.8,64.3,50.5,46.54,54,"39,256",15,22%,2015
Purdue University,Indiana,West Lafayette,3,"MBA, Specialization in Business Analytics",M,Krannert School of Management,Campus,36,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/curriculum/home.php,40.4282,-86.9144,United States of America,57,62.6,67.8,46.54,56.2,"39,256",15,22%,2011
Purdue University,Indiana,West Lafayette,3,Certificate in Applied Statistics,C,Department of Statistics,Online,12,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/admissions/home.php,40.4282,-86.9144,United States of America,53.7,60.6,62.5,46.54,60.7,"39,256",15,22%,2014
Purdue University,Indiana,West Lafayette,3,Certificate in Applied Statistics,C,Department of Statistics,Online,12,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/admissions/home.php,40.4282,-86.9144,United States of America,56.6,52.6,49.4,46.54,54,"39,256",15,22%,2012
Purdue University,Indiana,West Lafayette,3,Certificate in Applied Statistics,C,Department of Statistics,Online,12,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/admissions/home.php,40.4282,-86.9144,United States of America,59.8,54.8,71.9,46.54,63.8,"39,256",15,22%,2013
Purdue University,Indiana,West Lafayette,3,Certificate in Applied Statistics,C,Department of Statistics,Online,12,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/admissions/home.php,40.4282,-86.9144,United States of America,50.2,66.4,57.7,46.54,57,"39,256",15,22%,2016
Purdue University,Indiana,West Lafayette,3,Certificate in Applied Statistics,C,Department of Statistics,Online,12,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/admissions/home.php,40.4282,-86.9144,United States of America,47.8,64.3,50.5,46.54,54,"39,256",15,22%,2015
Purdue University,Indiana,West Lafayette,3,Certificate in Applied Statistics,C,Department of Statistics,Online,12,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/admissions/home.php,40.4282,-86.9144,United States of America,57,62.6,67.8,46.54,56.2,"39,256",15,22%,2011
Purdue University,Indiana,West Lafayette,3,MS in Business Analytics and Information Management,M,Krannert School of Management,Campus,36,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/home.php,40.4282,-86.9144,United States of America,53.7,60.6,62.5,46.54,60.7,"39,256",15,22%,2014
Purdue University,Indiana,West Lafayette,3,MS in Business Analytics and Information Management,M,Krannert School of Management,Campus,36,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/home.php,40.4282,-86.9144,United States of America,56.6,52.6,49.4,46.54,54,"39,256",15,22%,2012
Purdue University,Indiana,West Lafayette,3,MS in Business Analytics and Information Management,M,Krannert School of Management,Campus,36,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/home.php,40.4282,-86.9144,United States of America,59.8,54.8,71.9,46.54,63.8,"39,256",15,22%,2013
Purdue University,Indiana,West Lafayette,3,MS in Business Analytics and Information Management,M,Krannert School of Management,Campus,36,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/home.php,40.4282,-86.9144,United States of America,50.2,66.4,57.7,46.54,57,"39,256",15,22%,2016
Purdue University,Indiana,West Lafayette,3,MS in Business Analytics and Information Management,M,Krannert School of Management,Campus,36,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/home.php,40.4282,-86.9144,United States of America,47.8,64.3,50.5,46.54,54,"39,256",15,22%,2015
Purdue University,Indiana,West Lafayette,3,MS in Business Analytics and Information Management,M,Krannert School of Management,Campus,36,Not Available,http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/home.php,40.4282,-86.9144,United States of America,57,62.6,67.8,46.54,56.2,"39,256",15,22%,2011
Quinnipiac University,Connecticut,Hamden,1,Master of Science in Business Analytics,M,School of Business,Online,33,Not Available,http://www.quinnipiac.edu/academics/qu-online/online-programs/online-graduate-programs/master-of-science-in-business-analytics/,41.4195,-72.8955,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.38,17%,2013
Radford University,Virginia,Radford,1,MS in Data and Information Management,M,College of Science and Technology: Department of Information Technology,Campus,30,computer science,http://www.radford.edu/content/csat/home/daim/about.html,37.1369,-80.5497,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",14.12,17%,2013
Regis University,Colorado,Denver,1,Graduate Certificate in Data Science,C,College of Computer and Information Sciences,Online,12,Not Available,http://www.regis.edu/CCIS/Academics/Degrees-Programs/Certificates/GC-Data-Science.aspx,39.7898,-105.031,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",18,17%,2013
Rensselaer Polytechnic Institute,New York,Troy,2,M.S. in Information Technology - Concentration in Data Science and Analytics,M,Department of Information Technology & Web Science,Campus,18,computer science,https://www.rpi.edu/dept/IT/graduate/Masters.html,42.729,-73.6788,United States of America,30.7,35.6,35.5,65.6,45.6,"6,671",9.13,16%,2014
Rensselaer Polytechnic Institute,New York,Troy,2,M.S. in Information Technology - Concentration in Data Science and Analytics,M,Department of Information Technology & Web Science,Campus,18,computer science,https://www.rpi.edu/dept/IT/graduate/Masters.html,42.729,-73.6788,United States of America,31.7,32.7,40.4,49,47.4,"6,671",9.13,16%,2012
Rensselaer Polytechnic Institute,New York,Troy,2,M.S. in Information Technology - Concentration in Data Science and Analytics,M,Department of Information Technology & Web Science,Campus,18,computer science,https://www.rpi.edu/dept/IT/graduate/Masters.html,42.729,-73.6788,United States of America,30.9,42.8,26.2,49.9,67.6,"6,671",9.13,16%,2015
Rensselaer Polytechnic Institute,New York,Troy,2,M.S. in Information Technology - Concentration in Data Science and Analytics,M,Department of Information Technology & Web Science,Campus,18,computer science,https://www.rpi.edu/dept/IT/graduate/Masters.html,42.729,-73.6788,United States of America,36.2,32.9,40.2,66.8,48.9,"6,671",9.13,16%,2013
Rensselaer Polytechnic Institute,New York,Troy,2,M.S. in Information Technology - Concentration in Data Science and Analytics,M,Department of Information Technology & Web Science,Campus,18,computer science,https://www.rpi.edu/dept/IT/graduate/Masters.html,42.729,-73.6788,United States of America,50.5,48,54.6,46.54,56.4,"6,671",9.13,16%,2011
Rensselaer Polytechnic Institute,New York,Troy,2,M.S. in Information Technology - Concentration in Data Science and Analytics,M,Department of Information Technology & Web Science,Campus,18,computer science,https://www.rpi.edu/dept/IT/graduate/Masters.html,42.729,-73.6788,United States of America,30.4,40.3,31.5,79.6,67.6,"6,671",9.13,16%,2016
Rensselaer Polytechnic Institute,New York,Troy,2,MS in Business Analytics,M,Lally School of Management,Campus,30,Not Available,https://www.rpi.edu/dept/IT/graduate/admissions.html,42.729,-73.6788,United States of America,30.7,35.6,35.5,65.6,45.6,"6,671",9.13,16%,2014
Rensselaer Polytechnic Institute,New York,Troy,2,MS in Business Analytics,M,Lally School of Management,Campus,30,Not Available,https://www.rpi.edu/dept/IT/graduate/admissions.html,42.729,-73.6788,United States of America,31.7,32.7,40.4,49,47.4,"6,671",9.13,16%,2012
Rensselaer Polytechnic Institute,New York,Troy,2,MS in Business Analytics,M,Lally School of Management,Campus,30,Not Available,https://www.rpi.edu/dept/IT/graduate/admissions.html,42.729,-73.6788,United States of America,30.9,42.8,26.2,49.9,67.6,"6,671",9.13,16%,2015
Rensselaer Polytechnic Institute,New York,Troy,2,MS in Business Analytics,M,Lally School of Management,Campus,30,Not Available,https://www.rpi.edu/dept/IT/graduate/admissions.html,42.729,-73.6788,United States of America,36.2,32.9,40.2,66.8,48.9,"6,671",9.13,16%,2013
Rensselaer Polytechnic Institute,New York,Troy,2,MS in Business Analytics,M,Lally School of Management,Campus,30,Not Available,https://www.rpi.edu/dept/IT/graduate/admissions.html,42.729,-73.6788,United States of America,50.5,48,54.6,46.54,56.4,"6,671",9.13,16%,2011
Rensselaer Polytechnic Institute,New York,Troy,2,MS in Business Analytics,M,Lally School of Management,Campus,30,Not Available,https://www.rpi.edu/dept/IT/graduate/admissions.html,42.729,-73.6788,United States of America,30.4,40.3,31.5,79.6,67.6,"6,671",9.13,16%,2016
Rochester Institute of Technology,New York,Rochester,3,Advanced Certificate in Big Data Analytics,C,College of Computing and Information Sciences,Campus,12,"technical bachelor's degree, statistics, computer science",https://www.rit.edu/programs/applied-statistics-adv-cert,43.0903,-77.6752,United States of America,17.4,29.8,13.4,30.4,67.6,"12,965",9.13,13%,2016
Rochester Institute of Technology,New York,Rochester,3,Master of Science in Applied Statistics,M,College of Science,"Online or 
Campus",30,"math, statistics",https://www.rit.edu/programs/applied-statistics-adv-cert,43.0903,-77.6752,United States of America,17.4,29.8,13.4,30.4,67.6,"12,965",9.13,13%,2016
Rochester Institute of Technology,New York,Rochester,3,Advanced Certificate in Applied Statistics,C,College of Science,"Online or 
Campus",12,"math, statistics",https://www.rit.edu/programs/applied-statistics-adv-cert,43.0903,-77.6752,United States of America,17.4,29.8,13.4,30.4,67.6,"12,965",9.13,13%,2016
Rockhurst University,Missouri,Kansas City,3,Data Science and Business Analytics Certificate,C,Helzburg School of Management,Campus,12,statistics,http://www.rockhurst.edu/media/filer_private/2013/12/06/helzberg_ds_certificates_w-course_descriptions.pdf,39.0308,-94.5713,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",9.33,17%,2013
Rockhurst University,Missouri,Kansas City,3,Data Science and Business Intelligence Certificate,C,Helzberg School of Management,Campus,12,Not Available,http://dobyobktvl6u3.cloudfront.net/media/filer_private/2014/09/22/helzberg_datascience.pdf,39.0308,-94.5713,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",9.33,17%,2013
Rockhurst University,Missouri,Kansas City,3,MS in Business Intelligence and Analytics,M,Helzberg School of Management,Campus,30,Not Available,http://www.rockhurst.edu/media/filer_private/2013/12/06/helzberg_ds_certificates_w-course_descriptions.pdf,39.0308,-94.5713,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",9.33,17%,2013
Rutgers University,New Jersey,Camden,5,"Master of Business & Science (MBS), Concentration in Drug Discovery & Development",M,Professional Science Master's Program,Online,36,Not Available,http://mbs.rutgers.edu/programs/drug-discovery-development-onlinehybrid,39.9486,-75.1253,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",15.75,17%,2013
Rutgers University,New Jersey,Camden,5,Master of Business And Science Degree in Analytics - Discovery Informatics & Data Sciences,M,Division of Continuous Education and Outreach,Hybrid,42,math,http://mbs.rutgers.edu/how-apply-admission-requirements,39.9486,-75.1253,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",15.75,17%,2013
Rutgers University,New Jersey,Camden,5,Master of Information,M,School of Communication and Information,Online,36,Not Available,http://mbs.rutgers.edu/programs/drug-discovery-development-onlinehybrid,39.9486,-75.1253,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",15.75,17%,2013
Rutgers University,New Jersey,Camden,5,MBA with Analytics and Information Management Concentration,M,Rutgers Business School,Campus,60,Not Available,http://mbs.rutgers.edu/tuition-financing,39.9486,-75.1253,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",15.75,17%,2013
Rutgers University,New Jersey,Camden,5,Post MBA Certificate in Analytics and Information Management,C,Rutgers Business School,Campus,15,Not Available,http://psm.rutgers.edu/programs/analytics-data-sciences,39.9486,-75.1253,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",15.75,17%,2013
Saint Joseph's University,Pennsylvania,Philadelphia,3,Online Master of Science in Business Intelligence & Analytics,M,Erivan K. Haub School of Business,Online,39,Not Available,http://online.sju.edu/programs/business-intelligence-course.asp,39.9944,-75.2383,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.92,17%,2013
Saint Joseph's University,Pennsylvania,Philadelphia,3,Master of Science in Business Intelligence & Analytics Program,M,Erivan K. Haub School of Business,Campus,39,Not Available,http://online.sju.edu/admissions/apply.asp,39.9944,-75.2383,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.92,17%,2013
Saint Joseph's University,Pennsylvania,Philadelphia,3,Online Master's in Health Administration: Informatics Specialization,M,St Joseph's University Online,Online,42,Not Available,http://online.sju.edu/programs/business-intelligence-curriculum.asp,39.9944,-75.2383,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.92,17%,2013
Saint Louis University-Main Campus,Missouri,Saint Louis,1,Applied Analytics Master's Degree,M,School for Professional Studies,Online,39,"computer science, statistics",http://www.slu.edu/school-for-professional-studies-home/majors-and-programs/masters-degree-programs/ms-in-applied-analytics,38.6345,-90.2338,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",9.33,17%,2013
Saint Mary's College,Indiana,Notre Dame,1,Online Master of Science in Data Science,M,Department of Mathematics and Computer Science,Online,36,Not Available,https://grad.saintmarys.edu/academic-programs/ms-data-science,41.7073,-86.257,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",15,17%,2013
Saint Mary's University of Minnesota,Minnesota,Winona,1,Online Accelerated MBA - Data Analytics,M,Graduate School,Online,30,Not Available,http://onlineprograms.smumn.edu/mba/accelerated-online-mba,44.0453,-91.6967,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
Saint Peter's University,New Jersey,Jersey City,1,Master of Science in Data Science with a concentration in Business Analytics,M,Saint Peter's University,Campus,36,Not Available,http://www.saintpeters.edu/data-science-and-business-analytics/,40.7271,-74.0715,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",15.75,17%,2013
San Jose State University,California,San Jose,1,Online Business Analytics Certificate,C,Lucas Graduate School of Business,Online,12,statistics,http://www.sjsu.edu/lucasschool/bacertificate/,37.3352,-121.881,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",10.48,17%,2013
Santa Clara University,California,Santa Clara,3,Master of Science in Business Analytics,M,Leavey School of Business,Campus,50,"statistics, math",https://www.scu.edu/business/ms-business-analytics/,37.3527,-121.938,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",10.48,17%,2013
Santa Clara University,California,Santa Clara,3,Master of Science in Information Systems,M,Leavey School of Business,Campus,51,Not Available,https://www.scu.edu/business/ms-business-analytics/prospective-students/application-checklist/,37.3527,-121.938,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",10.48,17%,2013
Santa Clara University,California,Santa Clara,3,MBA with concentration in Data Science and Business Analytics,M,Leavey School of Business,Campus,70,Not Available,https://www.scu.edu/business/ms-business-analytics/curriculum/,37.3527,-121.938,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",10.48,17%,2013
Seattle University,Washington,Seattle,2,Graduate Certificate in Business Analytics,C,Albers School of Business and Economics,Campus,15,statistics,http://www.seattleu.edu/albers/graduate/certificates/analytics/,47.6101,-122.32,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
Seattle University,Washington,Seattle,2,Master of Science in Business Analytics,M,Albers School of Business and Economics,Campus,45,Not Available,https://www.seattleu.edu/albers/graduate/certificates/business-analytics/,47.6101,-122.32,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
South Dakota State University,South Dakota,Brookings,1,MS in Data Science,M,Department of Mathematics and Statistics,Campus,30,"math, statistics, computer science",http://www.sdstate.edu/mathstat/grad/masters-in-data-science.cfm,44.3194,-96.7834,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
Southern Methodist University,Texas,Dallas,4,Online Master of Science in Data Science,M,Data Science,Online,32,technical bachelor's degree,http://datascience.smu.edu/,32.8453,-96.7849,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.05,17%,2013
Southern Methodist University,Texas,Dallas,4,M.S. in Applied Statistics and Data Analytics,M,Dedman College of Humanities & Sciences,Campus,36,"math, statistics",https://datascience.smu.edu/admissions/admissions-requirements/,32.8453,-96.7849,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.05,17%,2013
Southern Methodist University,Texas,Dallas,4,Master of Science in Applied Economics and Predictive Analytics,M,Department of Economics,Campus,36,"math, statistics",http://datascience.smu.edu/academics/curriculum/,32.8453,-96.7849,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.05,17%,2013
Southern Methodist University,Texas,Dallas,4,Master of Science in Business Analytics,M,Cox School of Business,Campus,33,Not Available,http://datascience.smu.edu/admissions/tuition-and-financial-aid/,32.8453,-96.7849,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.05,17%,2013
